"question_number","question","option","is_correct","image_link"
126,"Was bekommen wahlberechtigte Bürger und Bürgerinnen in Deutschland vor einer Wahl?","eine Wahlbenachrichtigung von der Gemeinde","Yes",
126,"Was bekommen wahlberechtigte Bürger und Bürgerinnen in Deutschland vor einer Wahl?","eine Wahlerlaubnis vom Bundespräsidenten / von der Bundespräsidentin","No",
126,"Was bekommen wahlberechtigte Bürger und Bürgerinnen in Deutschland vor einer Wahl?","eine Benachrichtigung von der Bundesversammlung","No",
126,"Was bekommen wahlberechtigte Bürger und Bürgerinnen in Deutschland vor einer Wahl?","eine Benachrichtigung vom Pfarramt","No",
127,"Warum gibt es die 5 %-Hürde im Wahlgesetz der Bundesrepublik Deutschland? Es gibt sie, weil …","die Programme von vielen kleinen Parteien viele Gemeinsamkeiten haben.","No",
127,"Warum gibt es die 5 %-Hürde im Wahlgesetz der Bundesrepublik Deutschland? Es gibt sie, weil …","die Bürger und Bürgerinnen bei vielen kleinen Parteien die Orientierung verlieren können.","No",
127,"Warum gibt es die 5 %-Hürde im Wahlgesetz der Bundesrepublik Deutschland? Es gibt sie, weil …","viele kleine Parteien die Regierungsbildung erschweren.","Yes",
127,"Warum gibt es die 5 %-Hürde im Wahlgesetz der Bundesrepublik Deutschland? Es gibt sie, weil …","die kleinen Parteien nicht so viel Geld haben, um die Politiker und Politikerinnen zu bezahlen.","No",
128,"Parlamentsmitglieder, die von den Bürgern und Bürgerinnen gewählt werden, nennt man …","Abgeordnete.","Yes",
128,"Parlamentsmitglieder, die von den Bürgern und Bürgerinnen gewählt werden, nennt man …","Kanzler / Kanzlerinnen.","No",
128,"Parlamentsmitglieder, die von den Bürgern und Bürgerinnen gewählt werden, nennt man …","Botschafter / Botschafterinnen.","No",
128,"Parlamentsmitglieder, die von den Bürgern und Bürgerinnen gewählt werden, nennt man …","Ministerpräsidenten / Ministerpräsidentinnen.","No",
129,"Vom Volk gewählt wird in Deutschland …","der Bundeskanzler / die Bundeskanzlerin.","No",
129,"Vom Volk gewählt wird in Deutschland …","der Ministerpräsident / die Ministerpräsidentin eines Bundeslandes.","No",
129,"Vom Volk gewählt wird in Deutschland …","der Bundestag.","Yes",
129,"Vom Volk gewählt wird in Deutschland …","der Bundespräsident / die Bundespräsidentin.","No",
130,"Welcher Stimmzettel wäre bei einer Bundestagswahl gültig?","1) je eine Stimme in der linken und rechten Spalte.","Yes",
130,"Welcher Stimmzettel wäre bei einer Bundestagswahl gültig?","2) zwei Kreuze rechts.","No",
130,"Welcher Stimmzettel wäre bei einer Bundestagswahl gültig?","3) zwei Kreuze links.","No",
130,"Welcher Stimmzettel wäre bei einer Bundestagswahl gültig?","4) drei Kreuze links.","No",
131,"In Deutschland ist ein Bürgermeister / eine Bürgermeisterin …","der Leiter / die Leiterin einer Schule.","No",
131,"In Deutschland ist ein Bürgermeister / eine Bürgermeisterin …","der Chef / die Chefin einer Bank.","No",
131,"In Deutschland ist ein Bürgermeister / eine Bürgermeisterin …","das Oberhaupt einer Gemeinde.","Yes",
131,"In Deutschland ist ein Bürgermeister / eine Bürgermeisterin …","der / die Vorsitzende einer Partei.","No",
132,"Viele Menschen in Deutschland arbeiten in ihrer Freizeit ehrenamtlich. Was bedeutet das?","Sie arbeiten als Soldaten / Soldatinnen.","No",
132,"Viele Menschen in Deutschland arbeiten in ihrer Freizeit ehrenamtlich. Was bedeutet das?","Sie arbeiten freiwillig und unbezahlt in Vereinen und Verbänden.","Yes",
132,"Viele Menschen in Deutschland arbeiten in ihrer Freizeit ehrenamtlich. Was bedeutet das?","Sie arbeiten in der Bundesregierung.","No",
132,"Viele Menschen in Deutschland arbeiten in ihrer Freizeit ehrenamtlich. Was bedeutet das?","Sie arbeiten in einem Krankenhaus und verdienen dabei Geld.","No",
133,"Was ist bei Bundestags- und Landtagswahlen in Deutschland erlaubt?","Der Ehemann wählt für seine Frau mit.","No",
133,"Was ist bei Bundestags- und Landtagswahlen in Deutschland erlaubt?","Man kann durch Briefwahl seine Stimme abgeben.","Yes",
133,"Was ist bei Bundestags- und Landtagswahlen in Deutschland erlaubt?","Man kann am Wahltag telefonisch seine Stimme abgeben.","No",
133,"Was ist bei Bundestags- und Landtagswahlen in Deutschland erlaubt?","Kinder ab dem Alter von 14 Jahren dürfen wählen.","No",
134,"Man will die Buslinie abschaffen, mit der Sie immer zur Arbeit fahren. Was können Sie machen, um die Buslinie zu erhalten?","Ich beteilige mich an einer Bürgerinitiative für die Erhaltung der Buslinie oder gründe selber eine Initiative.","Yes",
134,"Man will die Buslinie abschaffen, mit der Sie immer zur Arbeit fahren. Was können Sie machen, um die Buslinie zu erhalten?","Ich werde Mitglied in einem Sportverein und trainiere Radfahren.","No",
134,"Man will die Buslinie abschaffen, mit der Sie immer zur Arbeit fahren. Was können Sie machen, um die Buslinie zu erhalten?","Ich wende mich an das Finanzamt, weil ich als Steuerzahler / Steuerzahlerin ein Recht auf die Buslinie habe.","No",
134,"Man will die Buslinie abschaffen, mit der Sie immer zur Arbeit fahren. Was können Sie machen, um die Buslinie zu erhalten?","Ich schreibe einen Brief an das Forstamt der Gemeinde.","No",
135,"Wen vertreten die Gewerkschaften in Deutschland?","große Unternehmen","No",
135,"Wen vertreten die Gewerkschaften in Deutschland?","kleine Unternehmen","No",
135,"Wen vertreten die Gewerkschaften in Deutschland?","Selbständige","No",
135,"Wen vertreten die Gewerkschaften in Deutschland?","Arbeitnehmer und Arbeitnehmerinnen","Yes",
136,"Sie gehen in Deutschland zum Arbeitsgericht bei …","falscher Nebenkostenabrechnung.","No",
136,"Sie gehen in Deutschland zum Arbeitsgericht bei …","ungerechtfertigter Kündigung durch Ihren Chef / Ihre Chefin.","Yes",
136,"Sie gehen in Deutschland zum Arbeitsgericht bei …","Problemen mit den Nachbarn / Nachbarinnen.","No",
136,"Sie gehen in Deutschland zum Arbeitsgericht bei …","Schwierigkeiten nach einem Verkehrsunfall.","No",
137,"Welches Gericht ist in Deutschland bei Konflikten in der Arbeitswelt zuständig?","das Familiengericht","No",
137,"Welches Gericht ist in Deutschland bei Konflikten in der Arbeitswelt zuständig?","das Strafgericht","No",
137,"Welches Gericht ist in Deutschland bei Konflikten in der Arbeitswelt zuständig?","das Arbeitsgericht","Yes",
137,"Welches Gericht ist in Deutschland bei Konflikten in der Arbeitswelt zuständig?","das Amtsgericht","No",
138,"Was kann ich in Deutschland machen, wenn mir mein Arbeitgeber / meine Arbeitgeberin zu Unrecht gekündigt hat?","weiter arbeiten und freundlich zum Chef / zur Chefin sein","No",
138,"Was kann ich in Deutschland machen, wenn mir mein Arbeitgeber / meine Arbeitgeberin zu Unrecht gekündigt hat?","ein Mahnverfahren gegen den Arbeitgeber / die Arbeitgeberin führen","No",
138,"Was kann ich in Deutschland machen, wenn mir mein Arbeitgeber / meine Arbeitgeberin zu Unrecht gekündigt hat?","Kündigungsschutzklage erheben","Yes",
138,"Was kann ich in Deutschland machen, wenn mir mein Arbeitgeber / meine Arbeitgeberin zu Unrecht gekündigt hat?","den Arbeitgeber / die Arbeitgeberin bei der Polizei anzeigen","No",
139,"Wann kommt es in Deutschland zu einem Prozess vor Gericht? Wenn jemand …","zu einer anderen Religion übertritt.","No",
139,"Wann kommt es in Deutschland zu einem Prozess vor Gericht? Wenn jemand …","eine Straftat begangen hat und angeklagt wird.","Yes",
139,"Wann kommt es in Deutschland zu einem Prozess vor Gericht? Wenn jemand …","eine andere Meinung als die der Regierung vertritt.","No",
139,"Wann kommt es in Deutschland zu einem Prozess vor Gericht? Wenn jemand …","seine Auto falsch geparkt hat und es abgeschleppt wird.","No",
140,"Was macht ein Schöffe / eine Schöffin in Deutschland? Er / Sie …","entscheidet mit Richtern / Richterinnen über Schuld und Strafe.","Yes",
140,"Was macht ein Schöffe / eine Schöffin in Deutschland? Er / Sie …","gibt Bürgern / Bürgerinnen rechtlichen Rat.","No",
140,"Was macht ein Schöffe / eine Schöffin in Deutschland? Er / Sie …","stellt Urkunden aus.","No",
140,"Was macht ein Schöffe / eine Schöffin in Deutschland? Er / Sie …","verteidigt den Angeklagten / die Angeklagte.","No",
141,"Wer berät in Deutschland Personen bei Rechtsfragen und vertritt sie vor Gericht?","ein Rechtsanwalt / eine Rechtsanwältin","Yes",
141,"Wer berät in Deutschland Personen bei Rechtsfragen und vertritt sie vor Gericht?","ein Richter / eine Richterin","No",
141,"Wer berät in Deutschland Personen bei Rechtsfragen und vertritt sie vor Gericht?","ein Schöffe / eine Schöffin","No",
141,"Wer berät in Deutschland Personen bei Rechtsfragen und vertritt sie vor Gericht?","ein Staatsanwalt / eine Staatsanwältin","No",
142,"Was ist die Hauptaufgabe eines Richters / einer Richterin in Deutschland? Ein Richter / eine Richterin …","vertritt Bürger und Bürgerinnen vor einem Gericht.","No",
142,"Was ist die Hauptaufgabe eines Richters / einer Richterin in Deutschland? Ein Richter / eine Richterin …","arbeitet an einem Gericht und spricht Urteile.","Yes",
142,"Was ist die Hauptaufgabe eines Richters / einer Richterin in Deutschland? Ein Richter / eine Richterin …","ändert Gesetze.","No",
142,"Was ist die Hauptaufgabe eines Richters / einer Richterin in Deutschland? Ein Richter / eine Richterin …","betreut Jugendliche vor Gericht.","No",
143,"Ein Richter / eine Richterin in Deutschland gehört zur …","Judikative.","Yes",
143,"Ein Richter / eine Richterin in Deutschland gehört zur …","Exekutive.","No",
143,"Ein Richter / eine Richterin in Deutschland gehört zur …","Operative.","No",
143,"Ein Richter / eine Richterin in Deutschland gehört zur …","Legislative.","No",
144,"Ein Richter / eine Richterin gehört in Deutschland zur …","vollziehenden Gewalt.","No",
144,"Ein Richter / eine Richterin gehört in Deutschland zur …","rechtsprechenden Gewalt.","Yes",
144,"Ein Richter / eine Richterin gehört in Deutschland zur …","planenden Gewalt.","No",
144,"Ein Richter / eine Richterin gehört in Deutschland zur …","gesetzgebenden Gewalt.","No",
145,"In Deutschland wird die Staatsgewalt geteilt. Für welche Staatsgewalt arbeitet ein Richter / eine Richterin? Für die …","Judikative.","Yes",
145,"In Deutschland wird die Staatsgewalt geteilt. Für welche Staatsgewalt arbeitet ein Richter / eine Richterin? Für die …","Exekutive.","No",
145,"In Deutschland wird die Staatsgewalt geteilt. Für welche Staatsgewalt arbeitet ein Richter / eine Richterin? Für die …","Presse.","No",
145,"In Deutschland wird die Staatsgewalt geteilt. Für welche Staatsgewalt arbeitet ein Richter / eine Richterin? Für die …","Legislative.","No",
146,"Wie nennt man in Deutschland ein Verfahren vor einem Gericht?","Programm","No",
146,"Wie nennt man in Deutschland ein Verfahren vor einem Gericht?","Prozedur","No",
146,"Wie nennt man in Deutschland ein Verfahren vor einem Gericht?","Protokoll","No",
146,"Wie nennt man in Deutschland ein Verfahren vor einem Gericht?","Prozess","Yes",
147,"Was ist die Arbeit eines Richters / einer Richterin in Deutschland?","Deutschland regieren","No",
147,"Was ist die Arbeit eines Richters / einer Richterin in Deutschland?","Recht sprechen","Yes",
147,"Was ist die Arbeit eines Richters / einer Richterin in Deutschland?","Pläne erstellen","No",
147,"Was ist die Arbeit eines Richters / einer Richterin in Deutschland?","Gesetze erlassen","No",
148,"Was ist eine Aufgabe der Polizei in Deutschland?","das Land zu verteidigen","No",
148,"Was ist eine Aufgabe der Polizei in Deutschland?","die Bürgerinnen und Bürger abzuhören","No",
148,"Was ist eine Aufgabe der Polizei in Deutschland?","die Gesetze zu beschließen","No",
148,"Was ist eine Aufgabe der Polizei in Deutschland?","die Einhaltung von Gesetzen zu überwachen","Yes",
149,"Was ist ein Beispiel für antisemitisches Verhalten?","ein jüdisches Fest besuchen","No",
149,"Was ist ein Beispiel für antisemitisches Verhalten?","die israelische Regierung kritisieren","No",
149,"Was ist ein Beispiel für antisemitisches Verhalten?","den Holocaust leugnen","Yes",
149,"Was ist ein Beispiel für antisemitisches Verhalten?","gegen Juden Fußball spielen","No",
150,"Ein Gerichtsschöffe / eine Gerichtsschöffin in Deutschland ist …","der Stellvertreter / die Stellvertreterin des Stadtoberhaupts.","No",
150,"Ein Gerichtsschöffe / eine Gerichtsschöffin in Deutschland ist …","ein ehrenamtlicher Richter / eine ehrenamtliche Richterin.","Yes",
150,"Ein Gerichtsschöffe / eine Gerichtsschöffin in Deutschland ist …","ein Mitglied eines Gemeinderats.","No",
150,"Ein Gerichtsschöffe / eine Gerichtsschöffin in Deutschland ist …","eine Person, die Jura studiert hat.","No",
151,"Wer baute die Mauer in Berlin?","Großbritannien","No",
151,"Wer baute die Mauer in Berlin?","die Bundesrepublik Deutschland","No",
151,"Wer baute die Mauer in Berlin?","die DDR","Yes",
151,"Wer baute die Mauer in Berlin?","die USA","No",
152,"Wann waren die Nationalsozialisten mit Adolf Hitler in Deutschland an der Macht?","1918 bis 1923","No",
152,"Wann waren die Nationalsozialisten mit Adolf Hitler in Deutschland an der Macht?","1932 bis 1950","No",
152,"Wann waren die Nationalsozialisten mit Adolf Hitler in Deutschland an der Macht?","1933 bis 1945","Yes",
152,"Wann waren die Nationalsozialisten mit Adolf Hitler in Deutschland an der Macht?","1945 bis 1989","No",
153,"Was war am 8. Mai 1945?","Tod Adolf Hitlers","No",
153,"Was war am 8. Mai 1945?","Beginn des Berliner Mauerbaus","No",
153,"Was war am 8. Mai 1945?","Wahl von Konrad Adenauer zum Bundeskanzler","No",
153,"Was war am 8. Mai 1945?","Ende des Zweiten Weltkriegs in Europa","Yes",
154,"Wann war der Zweite Weltkrieg zu Ende?",1933,"No",
154,"Wann war der Zweite Weltkrieg zu Ende?",1945,"Yes",
154,"Wann war der Zweite Weltkrieg zu Ende?",1949,"No",
154,"Wann war der Zweite Weltkrieg zu Ende?",1961,"No",
155,"Wann waren die Nationalsozialisten in Deutschland an der Macht?","1888 bis 1918","No",
155,"Wann waren die Nationalsozialisten in Deutschland an der Macht?","1921 bis 1934","No",
155,"Wann waren die Nationalsozialisten in Deutschland an der Macht?","1933 bis 1945","Yes",
155,"Wann waren die Nationalsozialisten in Deutschland an der Macht?","1949 bis 1963","No",
156,"In welchem Jahr wurde Hitler Reichskanzler?",1923,"No",
156,"In welchem Jahr wurde Hitler Reichskanzler?",1927,"No",
156,"In welchem Jahr wurde Hitler Reichskanzler?",1933,"Yes",
156,"In welchem Jahr wurde Hitler Reichskanzler?",1936,"No",
157,"Die Nationalsozialisten mit Adolf Hitler errichteten 1933 in Deutschland …","eine Diktatur.","Yes",
157,"Die Nationalsozialisten mit Adolf Hitler errichteten 1933 in Deutschland …","einen demokratischen Staat.","No",
157,"Die Nationalsozialisten mit Adolf Hitler errichteten 1933 in Deutschland …","eine Monarchie.","No",
157,"Die Nationalsozialisten mit Adolf Hitler errichteten 1933 in Deutschland …","ein Fürstentum.","No",
158,"Das „Dritte Reich“ war eine …","Diktatur.","Yes",
158,"Das „Dritte Reich“ war eine …","Demokratie.","No",
158,"Das „Dritte Reich“ war eine …","Monarchie.","No",
158,"Das „Dritte Reich“ war eine …","Räterepublik.","No",
159,"Was gab es in Deutschland nicht während der Zeit des Nationalsozialismus?","freie Wahlen","Yes",
159,"Was gab es in Deutschland nicht während der Zeit des Nationalsozialismus?","Pressezensur","No",
159,"Was gab es in Deutschland nicht während der Zeit des Nationalsozialismus?","willkürliche Verhaftungen","No",
159,"Was gab es in Deutschland nicht während der Zeit des Nationalsozialismus?","Verfolgung der Juden","No",
160,"Welcher Krieg dauerte von 1939 bis 1945?","der Erste Weltkrieg","No",
160,"Welcher Krieg dauerte von 1939 bis 1945?","der Zweite Weltkrieg","Yes",
160,"Welcher Krieg dauerte von 1939 bis 1945?","der Vietnamkrieg","No",
160,"Welcher Krieg dauerte von 1939 bis 1945?","der Golfkrieg","No",
161,"Was kennzeichnete den NS-Staat? Eine Politik …","des staatlichen Rassismus","Yes",
161,"Was kennzeichnete den NS-Staat? Eine Politik …","der Meinungsfreiheit","No",
161,"Was kennzeichnete den NS-Staat? Eine Politik …","der allgemeinen Religionsfreiheit","No",
161,"Was kennzeichnete den NS-Staat? Eine Politik …","der Entwicklung der Demokratie","No",
162,"Claus Schenk Graf von Stauffenberg wurde bekannt durch …","eine Goldmedaille bei den Olympischen Spielen 1936.","No",
162,"Claus Schenk Graf von Stauffenberg wurde bekannt durch …","den Bau des Reichstagsgebäudes.","No",
162,"Claus Schenk Graf von Stauffenberg wurde bekannt durch …","den Aufbau der Wehrmacht.","No",
162,"Claus Schenk Graf von Stauffenberg wurde bekannt durch …","das Attentat auf Hitler am 20. Juli 1944.","Yes",
163,"In welchem Jahr zerstörten die Nationalsozialisten Synagogen und jüdische Geschäfte in Deutschland?",1925,"No",
163,"In welchem Jahr zerstörten die Nationalsozialisten Synagogen und jüdische Geschäfte in Deutschland?",1930,"No",
163,"In welchem Jahr zerstörten die Nationalsozialisten Synagogen und jüdische Geschäfte in Deutschland?",1938,"Yes",
163,"In welchem Jahr zerstörten die Nationalsozialisten Synagogen und jüdische Geschäfte in Deutschland?",1945,"No",
164,"Was passierte am 9. November 1938 in Deutschland?","Mit dem Angriff auf Polen beginnt der Zweite Weltkrieg.","No",
164,"Was passierte am 9. November 1938 in Deutschland?","Die Nationalsozialisten verlieren eine Wahl und lösen den Reichstag auf.","No",
164,"Was passierte am 9. November 1938 in Deutschland?","Jüdische Geschäfte und Synagogen werden durch Nationalsozialisten und ihre Anhänger zerstört.","Yes",
164,"Was passierte am 9. November 1938 in Deutschland?","Hitler wird Reichspräsident und lässt alle Parteien verbieten.","No",
165,"Wie hieß der erste Bundeskanzler der Bundesrepublik Deutschland?","Konrad Adenauer","Yes",
165,"Wie hieß der erste Bundeskanzler der Bundesrepublik Deutschland?","Kurt Georg Kiesinger","No",
165,"Wie hieß der erste Bundeskanzler der Bundesrepublik Deutschland?","Helmut Schmidt","No",
165,"Wie hieß der erste Bundeskanzler der Bundesrepublik Deutschland?","Willy Brandt","No",
166,"Bei welchen Demonstrationen in Deutschland riefen die Menschen „Wir sind das Volk“?","bei den Montagsdemonstrationen 1989 in der DDR","Yes",
166,"Bei welchen Demonstrationen in Deutschland riefen die Menschen „Wir sind das Volk“?","beim Arbeiteraufstand 1953 in der DDR","No",
166,"Bei welchen Demonstrationen in Deutschland riefen die Menschen „Wir sind das Volk“?","bei den Demonstrationen 1968 in der Bundesrepublik Deutschland","No",
166,"Bei welchen Demonstrationen in Deutschland riefen die Menschen „Wir sind das Volk“?","bei den Anti-Atomkraft-Demonstrationen 1985 in der Bundesrepublik Deutschland","No",
167,"Welche Länder wurden nach dem Zweiten Weltkrieg in Deutschland als „Alliierte Besatzungsmächte“ bezeichnet?","Sowjetunion, Großbritannien, Polen, Schweden","No",
167,"Welche Länder wurden nach dem Zweiten Weltkrieg in Deutschland als „Alliierte Besatzungsmächte“ bezeichnet?","Frankreich, Sowjetunion, Italien, Japan","No",
167,"Welche Länder wurden nach dem Zweiten Weltkrieg in Deutschland als „Alliierte Besatzungsmächte“ bezeichnet?","USA, Sowjetunion, Spanien, Portugal","No",
167,"Welche Länder wurden nach dem Zweiten Weltkrieg in Deutschland als „Alliierte Besatzungsmächte“ bezeichnet?","USA, Sowjetunion, Großbritannien, Frankreich","Yes",
168,"Welches Land war keine „Alliierte Besatzungsmacht“ in Deutschland?","USA","No",
168,"Welches Land war keine „Alliierte Besatzungsmacht“ in Deutschland?","Sowjetunion","No",
168,"Welches Land war keine „Alliierte Besatzungsmacht“ in Deutschland?","Frankreich","No",
168,"Welches Land war keine „Alliierte Besatzungsmacht“ in Deutschland?","Japan","Yes",
169,"Wann wurde die Bundesrepublik Deutschland gegründet?",1939,"No",
169,"Wann wurde die Bundesrepublik Deutschland gegründet?",1945,"No",
169,"Wann wurde die Bundesrepublik Deutschland gegründet?",1949,"Yes",
169,"Wann wurde die Bundesrepublik Deutschland gegründet?",1951,"No",
170,"Was gab es während der Zeit des Nationalsozialismus in Deutschland?","das Recht zur freien Entfaltung der Persönlichkeit","No",
170,"Was gab es während der Zeit des Nationalsozialismus in Deutschland?","Pressefreiheit","No",
170,"Was gab es während der Zeit des Nationalsozialismus in Deutschland?","das Verbot von Parteien","Yes",
170,"Was gab es während der Zeit des Nationalsozialismus in Deutschland?","den Schutz der Menschenwürde","No",
171,"Soziale Marktwirtschaft bedeutet, die Wirtschaft …","steuert sich allein nach Angebot und Nachfrage.","No",
171,"Soziale Marktwirtschaft bedeutet, die Wirtschaft …","wird vom Staat geplant und gesteuert, Angebot und Nachfrage werden nicht berücksichtigt.","No",
171,"Soziale Marktwirtschaft bedeutet, die Wirtschaft …","richtet sich nach der Nachfrage im Ausland.","No",
171,"Soziale Marktwirtschaft bedeutet, die Wirtschaft …","richtet sich nach Angebot und Nachfrage, aber der Staat sorgt für einen sozialen Ausgleich.","Yes",
172,"In welcher Besatzungszone wurde die DDR gegründet?","In der amerikanischen Besatzungszone.","No",
172,"In welcher Besatzungszone wurde die DDR gegründet?","In der französischen Besatzungszone.","No",
172,"In welcher Besatzungszone wurde die DDR gegründet?","In der britischen Besatzungszone.","No",
172,"In welcher Besatzungszone wurde die DDR gegründet?","In der sowjetischen Besatzungszone.","Yes",
173,"Die Bundesrepublik Deutschland ist ein Gründungsmitglied …","des Nordatlantikpakts (NATO).","No",
173,"Die Bundesrepublik Deutschland ist ein Gründungsmitglied …","der Vereinten Nationen (VN).","No",
173,"Die Bundesrepublik Deutschland ist ein Gründungsmitglied …","der Europäischen Union (EU).","Yes",
173,"Die Bundesrepublik Deutschland ist ein Gründungsmitglied …","des Warschauer Pakts.","No",
174,"Wann wurde die DDR gegründet?",1947,"No",
174,"Wann wurde die DDR gegründet?",1949,"Yes",
174,"Wann wurde die DDR gegründet?",1953,"No",
174,"Wann wurde die DDR gegründet?",1956,"No",
175,"Wie viele Besatzungszonen gab es in Deutschland nach dem Zweiten Weltkrieg?",3,"No",
175,"Wie viele Besatzungszonen gab es in Deutschland nach dem Zweiten Weltkrieg?",4,"Yes",
175,"Wie viele Besatzungszonen gab es in Deutschland nach dem Zweiten Weltkrieg?",5,"No",
175,"Wie viele Besatzungszonen gab es in Deutschland nach dem Zweiten Weltkrieg?",6,"No",
176,"Wie waren die Besatzungszonen Deutschlands nach 1945 verteilt?","1=Großbritannien, 2=Sowjetunion, 3=Frankreich, 4=USA","No",
176,"Wie waren die Besatzungszonen Deutschlands nach 1945 verteilt?","1=Sowjetunion, 2=Großbritannien, 3=USA, 4=Frankreich","No",
176,"Wie waren die Besatzungszonen Deutschlands nach 1945 verteilt?","1=Großbritannien, 2=Sowjetunion, 3=USA, 4=Frankreich","Yes",
176,"Wie waren die Besatzungszonen Deutschlands nach 1945 verteilt?","1=Großbritannien, 2=USA, 3=Sowjetunion, 4=Frankreich","No",
177,"Welche deutsche Stadt wurde nach dem Zweiten Weltkrieg in vier Sektoren aufgeteilt?","München","No",
177,"Welche deutsche Stadt wurde nach dem Zweiten Weltkrieg in vier Sektoren aufgeteilt?","Berlin","Yes",
177,"Welche deutsche Stadt wurde nach dem Zweiten Weltkrieg in vier Sektoren aufgeteilt?","Dresden","No",
177,"Welche deutsche Stadt wurde nach dem Zweiten Weltkrieg in vier Sektoren aufgeteilt?","Frankfurt/Oder","No",
178,"Vom Juni 1948 bis zum Mai 1949 wurden die Bürger und Bürgerinnen von West-Berlin durch eine Luftbrücke versorgt. Welcher Umstand war dafür verantwortlich?","Für Frankreich war eine Versorgung der West-Berliner Bevölkerung mit dem Flugzeug kostengünstiger.","No",
178,"Vom Juni 1948 bis zum Mai 1949 wurden die Bürger und Bürgerinnen von West-Berlin durch eine Luftbrücke versorgt. Welcher Umstand war dafür verantwortlich?","Die amerikanischen Soldaten / Soldatinnen hatten beim Landtransport Angst vor Überfällen.","No",
178,"Vom Juni 1948 bis zum Mai 1949 wurden die Bürger und Bürgerinnen von West-Berlin durch eine Luftbrücke versorgt. Welcher Umstand war dafür verantwortlich?","Für Großbritannien war die Versorgung über die Luftbrücke schneller.","No",
178,"Vom Juni 1948 bis zum Mai 1949 wurden die Bürger und Bürgerinnen von West-Berlin durch eine Luftbrücke versorgt. Welcher Umstand war dafür verantwortlich?","Die Sowjetunion unterbrach den gesamten Verkehr auf dem Landwege.","Yes",
179,"Wie endete der Zweite Weltkrieg in Europa offiziell?","mit dem Tod Adolf Hitlers","No",
179,"Wie endete der Zweite Weltkrieg in Europa offiziell?","durch die bedingungslose Kapitulation Deutschlands","Yes",
179,"Wie endete der Zweite Weltkrieg in Europa offiziell?","mit dem Rückzug der Deutschen aus den besetzten Gebieten","No",
179,"Wie endete der Zweite Weltkrieg in Europa offiziell?","durch eine Revolution in Deutschland","No",
180,"Der erste Bundeskanzler der Bundesrepublik Deutschland war …","Ludwig Erhard.","No",
180,"Der erste Bundeskanzler der Bundesrepublik Deutschland war …","Willy Brandt.","No",
180,"Der erste Bundeskanzler der Bundesrepublik Deutschland war …","Konrad Adenauer.","Yes",
180,"Der erste Bundeskanzler der Bundesrepublik Deutschland war …","Gerhard Schröder.","No",
181,"Was wollte Willy Brandt mit seinem Kniefall 1970 im ehemaligen jüdischen Ghetto in Warschau ausdrücken?","Er hat sich den ehemaligen Alliierten unterworfen.","No",
181,"Was wollte Willy Brandt mit seinem Kniefall 1970 im ehemaligen jüdischen Ghetto in Warschau ausdrücken?","Er bat Polen und die polnischen Juden um Vergebung.","Yes",
181,"Was wollte Willy Brandt mit seinem Kniefall 1970 im ehemaligen jüdischen Ghetto in Warschau ausdrücken?","Er zeigte seine Demut vor dem Warschauer Pakt.","No",
181,"Was wollte Willy Brandt mit seinem Kniefall 1970 im ehemaligen jüdischen Ghetto in Warschau ausdrücken?","Er sprach ein Gebet am Grab des Unbekannten Soldaten.","No",
182,"Wie heißt das jüdische Gebetshaus?","Basilika","No",
182,"Wie heißt das jüdische Gebetshaus?","Moschee","No",
182,"Wie heißt das jüdische Gebetshaus?","Synagoge","Yes",
182,"Wie heißt das jüdische Gebetshaus?","Kirche","No",
183,"Wann war in der Bundesrepublik Deutschland das „Wirtschaftswunder“?","40er Jahre","No",
183,"Wann war in der Bundesrepublik Deutschland das „Wirtschaftswunder“?","50er Jahre","Yes",
183,"Wann war in der Bundesrepublik Deutschland das „Wirtschaftswunder“?","70er Jahre","No",
183,"Wann war in der Bundesrepublik Deutschland das „Wirtschaftswunder“?","80er Jahre","No",
184,"Auf welcher rechtlichen Grundlage wurde der Staat Israel gegründet?","eine Resolution der Vereinten Nationen","Yes",
184,"Auf welcher rechtlichen Grundlage wurde der Staat Israel gegründet?","ein Beschluss des Zionistenkongresses","No",
184,"Auf welcher rechtlichen Grundlage wurde der Staat Israel gegründet?","ein Vorschlag der Bundesregierung","No",
184,"Auf welcher rechtlichen Grundlage wurde der Staat Israel gegründet?","ein Vorschlag der UdSSR","No",
185,"Wofür stand der Ausdruck „Eiserner Vorhang“? Für die Abschottung …","des Warschauer Pakts gegen den Westen.","Yes",
185,"Wofür stand der Ausdruck „Eiserner Vorhang“? Für die Abschottung …","des Norddeutschlands gegen Süddeutschland.","No",
185,"Wofür stand der Ausdruck „Eiserner Vorhang“? Für die Abschottung …","des Nazi-Deutschlands gegen die Alliierten.","No",
185,"Wofür stand der Ausdruck „Eiserner Vorhang“? Für die Abschottung …","Europas gegen die USA.","No",
186,"Im Jahr 1953 gab es in der DDR einen Aufstand, an den lange Zeit in der Bundesrepublik Deutschland ein Feiertag erinnerte. Wann war das?","1. Mai","No",
186,"Im Jahr 1953 gab es in der DDR einen Aufstand, an den lange Zeit in der Bundesrepublik Deutschland ein Feiertag erinnerte. Wann war das?","17. Juni","Yes",
186,"Im Jahr 1953 gab es in der DDR einen Aufstand, an den lange Zeit in der Bundesrepublik Deutschland ein Feiertag erinnerte. Wann war das?","20. Juli","No",
